COMMONNAME,RUN,RECOVERYDOMAIN,ESU_DPS,MAJORPOPGROUP,POPID,NMFS_POPID,LOCATIONNAME,POPULATIONNAME,ESAPOPNAME,COMMONPOPNAME,POPFIT,POPFITNOTES,SMOLTEQLOCATION,SMOLTEQLOCPTCODE,OUTMIGRATIONYEAR,CONTACTAGENCY,METHODNUMBER,BESTVALUE,TOTALNATURAL,TOTALNATURALLOWERLIMIT,TOTALNATURALUPPERLIMIT,TOTALNATURALALPHA,AGE0PROP,AGE0PROPLOWERLIMIT,AGE0PROPUPPERLIMIT,AGE1PROP,AGE1PROPLOWERLIMIT,AGE1PROPUPPERLIMIT,AGE2PROP,AGE2PROPLOWERLIMIT,AGE2PROPUPPERLIMIT,AGE3PROP,AGE3PROPLOWERLIMIT,AGE3PROPUPPERLIMIT,AGE4PLUSPROP,AGE4PLUSPROPLOWERLIMIT,AGE4PLUSPROPUPPERLIMIT,AGEPROPALPHA,PROTMETHNAME,PROTMETHURL,PROTMETHDOCUMENTATION,METHODADJUSTMENTS,OTHERDATASOURCES,COMMENTS,NULLRECORD,DATASTATUS,INDICATORLOCATION,CONTACTPERSONFIRST,CONTACTPERSONLAST,CONTACTPHONE,CONTACTEMAIL,METACOMMENTS,SUBMITAGENCY,REFID,COMPILERRECORDID,ID,CONTACTAGY,DATASETVERSION,UPDDATE,SNLOADDATE,HLI_LASTUPDATED,LASTUPDATED,LASTMODIFIEDON
Steelhead,Summer,Interior Columbia,Steelhead (Snake River Basin DPS),Lower Snake,91,325,Tucannon River,Tucannon River - summer Steelhead,Steelhead (Snake River Basin DPS) Tucannon River - summer,,Same,,Tucannon River,TUCR,2013,Washington Department of Fish And Wildlife,1,Yes,23269,19421,28612,0.05,,,,0.588,,,0.365,,,0.047,,,,,,,,"http://monitoringmethods.org/Protocol/Details/138, https://www.monitoringresources.org/Designer/OpportunisticDesign/Detail/3528","Miller, Todd Jerry Dedloff Joseph Bumgarner, Evaluation of the Tucannon River Summer Steelhead endemic Stock Hatchery Supplementation Program, 1/1/2016 - 12 31/2017 Annual Report, 2010-050-00",WSH >= 125 mm,,Annual Report- https://docs.cbfwl.org/StreamNet_References/sn17206.pdf,No,Final,,Michael,Herr,509-382-1004,michael.herr@dfw.wa.gov,,WDFW,17206,CE2D39CB-F891-3799-245E-5A899ADDDF1F,CE2D39CB-F891-3799-245E-5A899ADDDF1F,WDFW,2024/11/25 10:00,2023/09/01 12:00:00,2016/03/10 08:45:11,2019/04/22 03:14:44,2018/06/06 12:00:00,2024/09/03 10:13:24
Steelhead,Summer,Interior Columbia,Steelhead (Snake River Basin DPS),Lower Snake,91,325,Tucannon River,Tucannon River - summer Steelhead,Steelhead (Snake River Basin DPS) Tucannon River - summer,,Same,,Tucannon River,TUCR,2014,Washington Department of Fish And Wildlife,1,Yes,16194,12537,21958,0.05,,,,0.617,,,0.351,,,0.031,,,,,,,,"http://monitoringmethods.org/Protocol/Details/138, https://www.monitoringresources.org/Designer/OpportunisticDesign/Detail/3528","Miller, Todd Jerry Dedloff Joseph Bumgarner, Evaluation of the Tucannon River Summer Steelhead endemic Stock Hatchery Supplementation Program, 1/1/2016 - 12 31/2017 Annual Report, 2010-050-00",WSH >= 125 mm,,Annual Report - https://docs.cbfwl.org/StreamNet_References/WAsn17207.pdf,No,Final,,Michael,Herr,509-382-1004,michael.herr@dfw.wa.gov,,WDFW,17207,CE2D4CED-A913-63D0-3CA8-0E8C58F4844E,CE2D4CED-A913-63D0-3CA8-0E8C58F4844E,WDFW,2024/11/25 10:00,2023/09/01 12:00:00,2016/03/10 08:45:12,2019/04/22 03:14:45,2018/06/06 12:00:00,2024/09/03 10:13:26
Steelhead,Summer,Interior Columbia,Steelhead (Snake River Basin DPS),Lower Snake,91,325,Tucannon River,Tucannon River - summer Steelhead,Steelhead (Snake River Basin DPS) Tucannon River - summer,,Same,,Tucannon River,TUCR,2015,Washington Department of Fish And Wildlife,1,Yes,5322,2736,9801,0.05,,,,0.441,,,0.514,,,0.045,,,,,,,,"http://monitoringmethods.org/Protocol/Details/138, https://www.monitoringresources.org/Designer/OpportunisticDesign/Detail/3528","Miller, Todd Jerry Dedloff Joseph Bumgarner, Evaluation of the Tucannon River Summer Steelhead endemic Stock Hatchery Supplementation Program, 1/1/2016 - 12 31/2017 Annual Report, 2010-050-00",WSH >= 125 mm,,Annual Report - https://docs.cbfwl.org/StreamNet_References/WAsn17208.pdf,No,Final,,Michael,Herr,509-382-1004,michael.herr@dfw.wa.gov,,WDFW,17208,CE2D628D-CF16-95B3-4F14-B31EFEC04498,CE2D628D-CF16-95B3-4F14-B31EFEC04498,WDFW,2024/11/25 10:00,2023/09/01 12:00:00,2016/03/10 08:45:12,2019/04/22 03:14:46,2018/06/06 12:00:00,2024/09/03 10:13:27
Steelhead,Summer,Interior Columbia,Steelhead (Snake River Basin DPS),Lower Snake,91,325,Tucannon River,Tucannon River - summer Steelhead,Steelhead (Snake River Basin DPS) Tucannon River - summer,,Same,,Tucannon River,TUCR,1997,Washington Department of Fish And Wildlife,1,Yes,15944,,,,,,,,,,,,,,,,,,,,,"http://monitoringmethods.org/Protocol/Details/138, https://www.monitoringresources.org/Designer/OpportunisticDesign/Detail/3528","Miller, Todd Jerry Dedloff Joseph Bumgarner, Evaluation of the Tucannon River Summer Steelhead endemic Stock Hatchery Supplementation Program, 1/1/2016 - 12 31/2017 Annual Report, 2010-050-00",All Steelhead,,Ages not available for this year,No,Final,,Michael,Herr,509-382-1004,michael.herr@dfw.wa.gov,,WDFW,17195,c598ac94-9c91-48fc-8922-1d8087701fcf,c598ac94-9c91-48fc-8922-1d8087701fcf,WDFW,2024/11/25 10:00,2023/09/01 12:00:00,2018/06/15 01:30:04,2019/04/22 03:14:29,2018/06/06 12:00:00,2024/09/03 10:13:29
Steelhead,Summer,Interior Columbia,Steelhead (Snake River Basin DPS),Lower Snake,91,325,Tucannon River,Tucannon River - summer Steelhead,Steelhead (Snake River Basin DPS) Tucannon River - summer,,Same,,Tucannon River,TUCR,2019,Washington Department of Fish And Wildlife,1,Yes,20870,17553,24706,0.05,,,,0.485,,,0.461,,,0.051,,,0.001,,,,,"http://monitoringmethods.org/Protocol/Details/138, https://www.monitoringresources.org/Designer/OpportunisticDesign/Detail/3528","Miller, Todd Jerry Dedloff Joseph Bumgarner, Evaluation of the Tucannon River Summer Steelhead endemic Stock Hatchery Supplementation Program, 1/1/2017 - 12 31/2018 Annual Report, 2010-050-00",WSH >= 125 mm,,Annual Report - https://docs.cbfwl.org/StreamNet_References/WAsn17285.pdf,No,Final,,Michael,Herr,509-382-1004,michael.herr@dfw.wa.gov,,WDFW,17285,f5db8384-de28-414c-bcb2-4ea439cd6a30,f5db8384-de28-414c-bcb2-4ea439cd6a30,WDFW,2024/11/25 10:00,2020/03/23 12:00:00,2020/03/23 02:39:30,2023/09/01 09:33:39,2023/09/01 09:33:39,2024/09/03 10:13:30
Steelhead,Summer,Interior Columbia,Steelhead (Snake River Basin DPS),Lower Snake,91,325,Tucannon River,Tucannon River - summer Steelhead,Steelhead (Snake River Basin DPS) Tucannon River - summer,,Same,,Tucannon River,TUCR,2018,Washington Department of Fish And Wildlife,1,Yes,23797,18562,31109,0.05,,,,0.373,,,0.561,,,0.066,,,,,,,,"http://monitoringmethods.org/Protocol/Details/138, https://www.monitoringresources.org/Designer/OpportunisticDesign/Detail/3528","Miller, Todd Jerry Dedloff Joseph Bumgarner, Evaluation of the Tucannon River Summer Steelhead endemic Stock Hatchery Supplementation Program, 1/1/2017 - 12 31/2018 Annual Report, 2010-050-00",WSH >= 125 mm,,Annual Report - https://docs.cbfwl.org/StreamNet_References/WAsn17284.pdf,No,Final,,Michael,Herr,509-382-1004,michael.herr@dfw.wa.gov,,WDFW,17284,b3e96219-dbd2-48c7-8acc-b4aa8617a21a,b3e96219-dbd2-48c7-8acc-b4aa8617a21a,WDFW,2024/11/25 10:00,2023/09/01 12:00:00,2019/04/22 03:14:50,,2023/09/01 09:33:29,2024/09/03 10:13:31
Steelhead,Summer,Interior Columbia,Steelhead (Snake River Basin DPS),Lower Snake,91,325,Tucannon River,Tucannon River - summer Steelhead,Steelhead (Snake River Basin DPS) Tucannon River - summer,,Same,,Tucannon River,TUCR,2016,Washington Department of Fish And Wildlife,1,Yes,25047,22138,28881,0.05,,,,0.43,,,0.523,,,0.047,,,,,,,,"http://monitoringmethods.org/Protocol/Details/138, https://www.monitoringresources.org/Designer/OpportunisticDesign/Detail/3528","Miller, Todd Jerry Dedloff Joseph Bumgarner, Evaluation of the Tucannon River Summer Steelhead endemic Stock Hatchery Supplementation Program, 1/1/2016 - 12 31/2017 Annual Report, 2010-050-00",WSH >= 125 mm,,Annual Report - https://docs.cbfwl.org/StreamNet_References/WAsn17365.pdf,No,Final,,Michael,Herr,509-382-1004,michael.herr@dfw.wa.gov,,WDFW,17365,A8C175D4-5056-8E43-35E2-3238C01836CF,A8C175D4-5056-8E43-35E2-3238C01836CF,WDFW,2024/11/25 10:00,2023/09/01 12:00:00,2017/08/23 01:54:41,2019/04/22 03:14:47,2018/06/06 12:00:00,2024/09/03 10:13:33
Steelhead,Summer,Interior Columbia,Steelhead (Snake River Basin DPS),Lower Snake,91,325,Tucannon River,Tucannon River - summer Steelhead,Steelhead (Snake River Basin DPS) Tucannon River - summer,,Same,,Tucannon River,TUCR,2010,Washington Department of Fish And Wildlife,1,Yes,15348,13428,17891,0.05,,,,0.772,,,0.203,,,0.025,,,,,,,,"http://monitoringmethods.org/Protocol/Details/138, https://www.monitoringresources.org/Designer/OpportunisticDesign/Detail/3528","Miller, Todd Jerry Dedloff Joseph Bumgarner, Evaluation of the Tucannon River Summer Steelhead endemic Stock Hatchery Supplementation Program, 1/1/2016 - 12 31/2017 Annual Report, 2010-050-00",All Steelhead,,,No,Final,,Michael,Herr,509-382-1004,michael.herr@dfw.wa.gov,,WDFW,17203,CE2CFA1E-BC17-A4DF-4A1F-2345A6D2EF99,CE2CFA1E-BC17-A4DF-4A1F-2345A6D2EF99,WDFW,2024/11/25 10:00,2023/09/01 12:00:00,2016/03/10 08:45:09,2019/04/22 03:14:41,2018/06/06 12:00:00,2024/09/03 10:13:34
Steelhead,Summer,Interior Columbia,Steelhead (Snake River Basin DPS),Lower Snake,91,325,Tucannon River,Tucannon River - summer Steelhead,Steelhead (Snake River Basin DPS) Tucannon River - summer,,Same,,Tucannon River,TUCR,2006,Washington Department of Fish And Wildlife,1,Yes,9092,7722,10911,0.05,,,,0.164,,,0.723,,,0.112,,,0.001,,,,,"http://monitoringmethods.org/Protocol/Details/138, https://www.monitoringresources.org/Designer/OpportunisticDesign/Detail/3528","Miller, Todd Jerry Dedloff Joseph Bumgarner, Evaluation of the Tucannon River Summer Steelhead endemic Stock Hatchery Supplementation Program, 1/1/2016 - 12 31/2017 Annual Report, 2010-050-00",All Steelhead,,,No,Final,,Michael,Herr,509-382-1004,michael.herr@dfw.wa.gov,,WDFW,17201,CE2CCBE6-9840-F3DE-A6D8-B228313A10FC,CE2CCBE6-9840-F3DE-A6D8-B228313A10FC,WDFW,2024/11/25 10:00,2023/09/01 12:00:00,2016/03/10 08:45:08,2019/04/22 03:14:38,2018/06/06 12:00:00,2024/09/03 10:13:35
Steelhead,Summer,Interior Columbia,Steelhead (Snake River Basin DPS),Lower Snake,91,325,Tucannon River,Tucannon River - summer Steelhead,Steelhead (Snake River Basin DPS) Tucannon River - summer,,Same,,Tucannon River,TUCR,2000,Washington Department of Fish And Wildlife,1,Yes,17758,12770,25967,0.05,,,,0.344,,,0.579,,,0.076,,,0.001,,,,,"http://monitoringmethods.org/Protocol/Details/138, https://www.monitoringresources.org/Designer/OpportunisticDesign/Detail/3528","Miller, Todd Jerry Dedloff Joseph Bumgarner, Evaluation of the Tucannon River Summer Steelhead endemic Stock Hatchery Supplementation Program, 1/1/2016 - 12 31/2017 Annual Report, 2010-050-00",All Steelhead,,,No,Final,,Michael,Herr,509-382-1004,michael.herr@dfw.wa.gov,,WDFW,17196,CE284A0B-FAB4-D875-FD56-74D4512B93F0,CE284A0B-FAB4-D875-FD56-74D4512B93F0,WDFW,2024/11/25 10:00,2023/09/01 12:00:00,2016/03/10 08:44:39,2019/04/22 03:14:32,2018/06/06 12:00:00,2024/09/03 10:13:36
Steelhead,Summer,Interior Columbia,Steelhead (Snake River Basin DPS),Lower Snake,91,325,Tucannon River,Tucannon River - summer Steelhead,Steelhead (Snake River Basin DPS) Tucannon River - summer,,Same,,Tucannon River,TUCR,1999,Washington Department of Fish And Wildlife,1,Yes,17990,14628,22381,0.05,,,,0.371,,,0.582,,,0.047,,,,,,,,"http://monitoringmethods.org/Protocol/Details/138, https://www.monitoringresources.org/Designer/OpportunisticDesign/Detail/3528","Miller, Todd Jerry Dedloff Joseph Bumgarner, Evaluation of the Tucannon River Summer Steelhead endemic Stock Hatchery Supplementation Program, 1/1/2016 - 12 31/2017 Annual Report, 2010-050-00",All Steelhead,,,No,Final,,Michael,Herr,509-382-1004,michael.herr@dfw.wa.gov,,WDFW,17196,CE283419-DD37-F5DE-9FAE-E01C3DF60B1B,CE283419-DD37-F5DE-9FAE-E01C3DF60B1B,WDFW,2024/11/25 10:00,2023/09/01 12:00:00,2016/03/10 08:44:38,2019/04/22 03:14:31,2018/06/06 12:00:00,2024/09/03 10:13:38
Steelhead,Summer,Interior Columbia,Steelhead (Snake River Basin DPS),Lower Snake,91,325,Tucannon River,Tucannon River - summer Steelhead,Steelhead (Snake River Basin DPS) Tucannon River - summer,,Same,,Tucannon River,TUCR,1998,Washington Department of Fish And Wildlife,1,Yes,30060,20396,46888,0.05,,,,0.573,,,0.398,,,0.029,,,,,,,,"http://monitoringmethods.org/Protocol/Details/138, https://www.monitoringresources.org/Designer/OpportunisticDesign/Detail/3528","Miller, Todd Jerry Dedloff Joseph Bumgarner, Evaluation of the Tucannon River Summer Steelhead endemic Stock Hatchery Supplementation Program, 1/1/2016 - 12 31/2017 Annual Report, 2010-050-00",All Steelhead,,,No,Final,,Michael,Herr,509-382-1004,michael.herr@dfw.wa.gov,,WDFW,17196,CE281BFD-FFAF-70A7-A8D6-9C7330A53F2E,CE281BFD-FFAF-70A7-A8D6-9C7330A53F2E,WDFW,2024/11/25 10:00,2023/09/01 12:00:00,2016/03/10 08:44:38,2019/04/22 03:14:30,2018/06/06 12:00:00,2024/09/03 10:13:40
Steelhead,Summer,Interior Columbia,Steelhead (Upper Columbia River DPS),North Cascades,105,328,Entiat River,Entiat River - summer Steelhead,Steelhead (Upper Columbia River DPS) Entiat River - summer,Steelhead (Upper Columbia River DPS) - Entiat River,Same,,Entiat River RKM 11.0,ENTRTP,2005,Washington Department of Fish and Wildlife,1,Yes,11555,8118,14992,0.05,,,,,,,,,,,,,,,,,,https://www.monitoringresources.org/Document/Protocol/Details/50,https://www.researchgate.net/profile/Tom-Desgroseillier/publication/324866337_Juvenile_Salmonid_Out-migration_Monitoring_on_the_Entiat_River_2015/links/5ae88cdfa6fdcc03cd8f70f8/Juvenile-Salmonid-Out-migration-Monitoring-on-the-Entiat-River-2015.pdf,,,,No,Reviewed,Indicators held by biologist identified in Contact Inormation,Tom,Desgroseillier,509-669-4572,Thomas.Desgroseillier@dfw.wa.gov,,WDFW,,26036215-5056-8E43-35FF-DA82F54FB30E,26036215-5056-8E43-35FF-DA82F54FB30E,WDFW,2024/11/25 10:00,2018/11/27 12:00:00,2016/07/14 09:18:15,2019/07/31 06:59:17,2022/10/27 10:06:27,2024/09/03 10:13:42
Steelhead,Summer,Interior Columbia,Steelhead (Upper Columbia River DPS),North Cascades,105,328,Entiat River,Entiat River - summer Steelhead,Steelhead (Upper Columbia River DPS) Entiat River - summer,Steelhead (Upper Columbia River DPS) - Entiat River,Same,,Entiat River RKM 11.0,ENTRTP,2006,Washington Department of Fish and Wildlife,1,Yes,13103,8961,17246,0.05,,,,,,,,,,,,,,,,,,https://www.monitoringresources.org/Document/Protocol/Details/50,https://www.researchgate.net/profile/Tom-Desgroseillier/publication/324866337_Juvenile_Salmonid_Out-migration_Monitoring_on_the_Entiat_River_2015/links/5ae88cdfa6fdcc03cd8f70f8/Juvenile-Salmonid-Out-migration-Monitoring-on-the-Entiat-River-2015.pdf,,,,No,Reviewed,Indicators held by biologist identified in Contact Inormation,Tom,Desgroseillier,509-669-4572,Thomas.Desgroseillier@dfw.wa.gov,,WDFW,,26038191-5056-8E43-357C-A72026931134,26038191-5056-8E43-357C-A72026931134,WDFW,2024/11/25 10:00,2018/11/27 12:00:00,2016/07/14 09:18:16,2019/07/31 06:59:18,2022/10/27 10:06:27,2024/09/03 10:13:43
Steelhead,Summer,Interior Columbia,Steelhead (Upper Columbia River DPS),North Cascades,105,328,Entiat River,Entiat River - summer Steelhead,Steelhead (Upper Columbia River DPS) Entiat River - summer,Steelhead (Upper Columbia River DPS) - Entiat River,Same,,Entiat River RKM 2.0,ENTRTP,2014,Washington Department of Fish and Wildlife,1,Yes,30689,26087,35292,0.05,0.141,,,0.33,,,0.364,,,0.166,,,,,,,,https://www.monitoringresources.org/Document/Protocol/Details/50,https://www.researchgate.net/profile/Tom-Desgroseillier/publication/324866337_Juvenile_Salmonid_Out-migration_Monitoring_on_the_Entiat_River_2015/links/5ae88cdfa6fdcc03cd8f70f8/Juvenile-Salmonid-Out-migration-Monitoring-on-the-Entiat-River-2015.pdf,,,,No,Reviewed,Indicators held by biologist identified in Contact Inormation,Tom,Desgroseillier,509-669-4572,Thomas.Desgroseillier@dfw.wa.gov,,WDFW,,26043577-5056-8E43-3547-3B496AC7661C,26043577-5056-8E43-3547-3B496AC7661C,WDFW,2024/11/25 10:00,2018/11/27 12:00:00,2016/07/14 09:18:20,2019/07/31 06:59:26,2022/10/27 10:06:26,2024/09/03 10:13:45
Steelhead,Summer,Interior Columbia,Steelhead (Upper Columbia River DPS),North Cascades,105,328,Entiat River,Entiat River - summer Steelhead,Steelhead (Upper Columbia River DPS) Entiat River - summer,Steelhead (Upper Columbia River DPS) - Entiat River,Same,,Entiat River RKM 2.0,ENTRTP,2016,Washington Department of Fish and Wildlife,1,Yes,8590,7164,10016,0.05,,,,,,,,,,,,,,,,,,https://www.monitoringresources.org/Document/Protocol/Details/50,https://www.researchgate.net/profile/Tom-Desgroseillier/publication/324866337_Juvenile_Salmonid_Out-migration_Monitoring_on_the_Entiat_River_2015/links/5ae88cdfa6fdcc03cd8f70f8/Juvenile-Salmonid-Out-migration-Monitoring-on-the-Entiat-River-2015.pdf,,,,No,Reviewed,https://www.researchgate.net/publication/324866331_Juvenile_Salmonid_Out-migration_Monitoring_on_the_Entiat_River_2016,Tom,Desgroseillier,509-669-4572,Thomas.Desgroseillier@dfw.wa.gov,,WDFW,,a69f61f5-f8df-4eaf-a992-50fd5be70c45,a69f61f5-f8df-4eaf-a992-50fd5be70c45,WDFW,2024/11/25 10:00,2018/11/27 12:00:00,2018/12/10 07:54:10,2019/07/31 06:59:28,2022/10/27 10:06:26,2024/09/03 10:13:46
Steelhead,Summer,Interior Columbia,Steelhead (Upper Columbia River DPS),North Cascades,105,328,Entiat River,Entiat River - summer Steelhead,Steelhead (Upper Columbia River DPS) Entiat River - summer,Steelhead (Upper Columbia River DPS) - Entiat River,Same,,Entiat River RKM 2.0,ENTRTP,2015,Washington Department of Fish and Wildlife,1,Yes,25029,22570,27487,0.05,0.322,,,0.304,,,0.327,,,0.047,,,,,,,,https://www.monitoringresources.org/Document/Protocol/Details/50,https://docs.cbfwl.org/StreamNet_References/WAsn17367.pdf,,,,No,Reviewed,https://www.researchgate.net/profile/Tom-Desgroseillier/publication/324866337_Juvenile_Salmonid_Out-migration_Monitoring_on_the_Entiat_River_2015/links/5ae88cdfa6fdcc03cd8f70f8/Juvenile-Salmonid-Out-migration-Monitoring-on-the-Entiat-River-2015.pdf,Tom,Desgroseillier,509-669-4572,Thomas.Desgroseillier@dfw.wa.gov,,WDFW,,26045148-5056-8E43-352D-0B67FEBAFF05,26045148-5056-8E43-352D-0B67FEBAFF05,WDFW,2024/11/25 10:00,2018/11/27 12:00:00,2016/07/14 09:18:21,2019/07/31 06:59:27,2022/10/27 10:06:26,2024/09/03 10:13:48
Steelhead,Summer,Interior Columbia,Steelhead (Upper Columbia River DPS),North Cascades,105,328,Entiat River,Entiat River - summer Steelhead,Steelhead (Upper Columbia River DPS) Entiat River - summer,Steelhead (Upper Columbia River DPS) - Entiat River,Same,,Entiat River RKM 2.0,ENTRTP,2019,Washington Department of Fish and Wildlife,1,Yes,13025,11313,14737,0.05,,,,,,,,,,,,,,,,,,https://www.monitoringresources.org/Document/Protocol/Details/50,https://www.researchgate.net/profile/Tom-Desgroseillier/publication/324866337_Juvenile_Salmonid_Out-migration_Monitoring_on_the_Entiat_River_2015/links/5ae88cdfa6fdcc03cd8f70f8/Juvenile-Salmonid-Out-migration-Monitoring-on-the-Entiat-River-2015.pdf,,,,No,Reviewed,Indicators held by biologist identified in Contact Inormation,Tom,Desgroseillier,509-669-4572,Thomas.Desgroseillier@dfw.wa.gov,,WDFW,,568fbdc8-a772-4380-9cca-fcd4b6e72b4d,568fbdc8-a772-4380-9cca-fcd4b6e72b4d,WDFW,2024/11/25 10:00,2021/06/11 12:00:00,2021/06/11 10:07:48,,2022/10/27 10:06:29,2024/09/03 10:13:49
Steelhead,Summer,Interior Columbia,Steelhead (Upper Columbia River DPS),North Cascades,105,328,Entiat River,Entiat River - summer Steelhead,Steelhead (Upper Columbia River DPS) Entiat River - summer,Steelhead (Upper Columbia River DPS) - Entiat River,Same,,Entiat River RKM 2.0,ENTRTP,2007,Washington Department of Fish and Wildlife,1,Yes,7490,6311,8670,0.05,,,,,,,,,,,,,,,,,,https://www.monitoringresources.org/Document/Protocol/Details/50,https://www.researchgate.net/profile/Tom-Desgroseillier/publication/324866337_Juvenile_Salmonid_Out-migration_Monitoring_on_the_Entiat_River_2015/links/5ae88cdfa6fdcc03cd8f70f8/Juvenile-Salmonid-Out-migration-Monitoring-on-the-Entiat-River-2015.pdf,,,,No,Reviewed,Indicators held by biologist identified in Contact Inormation,Tom,Desgroseillier,509-669-4572,Thomas.Desgroseillier@dfw.wa.gov,,WDFW,,26039D30-5056-8E43-3521-7E7EFC1E6FE9,26039D30-5056-8E43-3521-7E7EFC1E6FE9,WDFW,2024/11/25 10:00,2018/11/27 12:00:00,2016/07/14 09:18:16,2019/07/31 06:59:19,2022/10/27 10:06:27,2024/09/03 10:13:50
Steelhead,Summer,Interior Columbia,Steelhead (Upper Columbia River DPS),North Cascades,105,328,Entiat River,Entiat River - summer Steelhead,Steelhead (Upper Columbia River DPS) Entiat River - summer,Steelhead (Upper Columbia River DPS) - Entiat River,Same,,Entiat River RKM 2.0,ENTRTP,2018,Washington Department of Fish and Wildlife,1,Yes,10277,7614,12940,0.05,,,,,,,,,,,,,,,,,,https://www.monitoringresources.org/Document/Protocol/Details/50,https://www.researchgate.net/profile/Tom-Desgroseillier/publication/324866337_Juvenile_Salmonid_Out-migration_Monitoring_on_the_Entiat_River_2015/links/5ae88cdfa6fdcc03cd8f70f8/Juvenile-Salmonid-Out-migration-Monitoring-on-the-Entiat-River-2015.pdf,,,,No,Reviewed,Indicators held by biologist identified in Contact Inormation,Tom,Desgroseillier,509-669-4572,Thomas.Desgroseillier@dfw.wa.gov,,WDFW,,f865c0d3-1a2a-46f6-86e4-efa6806e9576,f865c0d3-1a2a-46f6-86e4-efa6806e9576,WDFW,2024/11/25 10:00,2019/06/18 12:00:00,2019/06/19 08:16:07,2019/07/31 06:59:29,2022/10/27 10:06:29,2024/09/03 10:13:51
Steelhead,Summer,Interior Columbia,Steelhead (Upper Columbia River DPS),North Cascades,105,328,Entiat River,Entiat River - summer Steelhead,Steelhead (Upper Columbia River DPS) Entiat River - summer,Steelhead (Upper Columbia River DPS) - Entiat River,Same,,Entiat River RKM 2.0,ENTRTP,2012,Washington Department of Fish and Wildlife,1,Yes,21669,18759,24580,0.05,0.261,,,0.249,,,0.304,,,0.186,,,,,,,,https://www.monitoringresources.org/Document/Protocol/Details/50,https://www.researchgate.net/profile/Tom-Desgroseillier/publication/324866337_Juvenile_Salmonid_Out-migration_Monitoring_on_the_Entiat_River_2015/links/5ae88cdfa6fdcc03cd8f70f8/Juvenile-Salmonid-Out-migration-Monitoring-on-the-Entiat-River-2015.pdf,,,,No,Reviewed,Indicators held by biologist identified in Contact Inormation,Tom,Desgroseillier,509-669-4572,Thomas.Desgroseillier@dfw.wa.gov,,WDFW,,26041950-5056-8E43-3524-5931DCB84E1B,26041950-5056-8E43-3524-5931DCB84E1B,WDFW,2024/11/25 10:00,2018/11/27 12:00:00,2016/07/14 09:18:19,2019/07/31 06:59:24,2022/10/27 10:06:28,2024/09/03 10:13:53
Steelhead,Summer,Interior Columbia,Steelhead (Upper Columbia River DPS),North Cascades,105,328,Entiat River,Entiat River - summer Steelhead,Steelhead (Upper Columbia River DPS) Entiat River - summer,Steelhead (Upper Columbia River DPS) - Entiat River,Same,,Entiat River RKM 2.0,ENTRTP,2011,Washington Department of Fish and Wildlife,1,Yes,17437,15311,19563,0.05,0.113,,,0.306,,,0.415,,,0.166,,,,,,,,https://www.monitoringresources.org/Document/Protocol/Details/50,https://docs.cbfwl.org/StreamNet_References/WAsn17242.pdf,,,,No,Reviewed,Indicators held by biologist identified in Contact Inormation,Tom,Desgroseillier,509-669-4572,Thomas.Desgroseillier@dfw.wa.gov,,WDFW,,26040202-5056-8E43-35B1-F232EABC607A,26040202-5056-8E43-35B1-F232EABC607A,WDFW,2024/11/25 10:00,2018/11/27 12:00:00,2016/07/14 09:18:19,2019/07/31 06:59:23,2022/10/27 10:06:28,2024/09/03 10:13:54
Steelhead,Summer,Interior Columbia,Steelhead (Upper Columbia River DPS),North Cascades,105,328,Entiat River,Entiat River - summer Steelhead,Steelhead (Upper Columbia River DPS) Entiat River - summer,Steelhead (Upper Columbia River DPS) - Entiat River,Same,,Entiat River RKM 2.0,ENTRTP,2010,Washington Department of Fish and Wildlife,1,Yes,25945,23020,28871,0.05,0.313,,,0.221,,,0.299,,,0.167,,,,,,,,https://www.monitoringresources.org/Document/Protocol/Details/50,https://www.researchgate.net/profile/Tom-Desgroseillier/publication/324866337_Juvenile_Salmonid_Out-migration_Monitoring_on_the_Entiat_River_2015/links/5ae88cdfa6fdcc03cd8f70f8/Juvenile-Salmonid-Out-migration-Monitoring-on-the-Entiat-River-2015.pdf,,,,No,Reviewed,Indicators held by biologist identified in Contact Inormation,Tom,Desgroseillier,509-669-4572,Thomas.Desgroseillier@dfw.wa.gov,,WDFW,,2603E5F3-5056-8E43-3597-CA785798AFE8,2603E5F3-5056-8E43-3597-CA785798AFE8,WDFW,2024/11/25 10:00,2018/11/27 12:00:00,2016/07/14 09:18:18,2019/07/31 06:59:22,2022/10/27 10:06:28,2024/09/03 10:13:55
