COMMONNAME,RUN,RECOVERYDOMAIN,ESU_DPS,MAJORPOPGROUP,POPID,NMFS_POPID,LOCATIONNAME,POPULATIONNAME,ESAPOPNAME,COMMONPOPNAME,POPFIT,POPFITNOTES,SMOLTLOCATION,SMOLTDEF,SMOLTLOCPTCODE,ADULTLOCATION,SMOLTTOADULTLOCS,SARTYPE,SCOPEOFINFERENCE,OUTMIGRATIONYEAR,TRTMETHOD,CONTACTAGY,CONTACTAGENCY,METHODNUMBER,BESTVALUE,SAR,SARLOWERLIMIT,SARUPPERLIMIT,SARALPHA,RETURNSMISSING,RETURNSMISSINGEXPLANATION,REARINGTYPE,TSO,TSOLOWERLIMIT,TSOUPPERLIMIT,TSOALPHA,TAR,TARLOWERLIMIT,TARUPPERLIMIT,TARALPHA,RETURNDEF,HARVESTADJ,OCEANHARVEST,MAINSTEMHARVEST,TRIBHARVEST,BROODSTOCKREMOVED,PROTMETHNAME,PROTMETHURL,PROTMETHDOCUMENTATION,METHODADJUSTMENTS,OTHERDATASOURCES,COMMENTS,NULLRECORD,DATASTATUS,INDICATORLOCATION,METRICLOCATION,MEASURELOCATION,CONTACTPERSONFIRST,CONTACTPERSONLAST,CONTACTPHONE,CONTACTEMAIL,METACOMMENTS,SUBMITAGENCY,REFID,COMPILERRECORDID,ID,DATASETVERSION,UPDDATE,SNLOADDATE,HLI_LASTUPDATED,LASTUPDATED,LASTMODIFIEDON
Chinook salmon,Fall,Interior Columbia,"Salmon, Chinook (Snake River fall-run ESU)",Snake River,1,56,Snake River Lower Mainstem,Snake River Lower Mainstem - fall Chinook salmon,"Salmon, Chinook (Snake River fall-run ESU) Snake River Lower Mainstem - fall",,Portion,Data not available at exact scale of this population.  Portion of population below Lower Granite Dam not included.,Lower Granite Dam,Smolts outmigrating past a point,LGR,Bonneville Dam,From Lower Granite Dam to Bonneville Dam,Including jacks,,2009,,FPC,Fish Passage Center,1,Yes,1.61,0.76,2.64,0.1,,,Natural,496,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1 LGR_to_BOA 2009 w/ jacks,30E5E323-BD00-08B4-A9A6-44F442544D9B,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 10:48:12,,2024/02/12 10:48:12,2024/07/31 04:06:19
Chinook salmon,Fall,Interior Columbia,"Salmon, Chinook (Snake River fall-run ESU)",Snake River,1,56,Snake River Lower Mainstem,Snake River Lower Mainstem - fall Chinook salmon,"Salmon, Chinook (Snake River fall-run ESU) Snake River Lower Mainstem - fall",,Portion,Data not available at exact scale of this population.  Portion of population below Lower Granite Dam not included.,Lower Granite Dam,Smolts outmigrating past a point,LGR,Lower Granite Dam,From Lower Granite Dam to Lower Granite Dam,Including jacks,,2009,,FPC,Fish Passage Center,1,Yes,1.01,0.38,1.79,0.1,,,Natural,496,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1 LGR_to_GRA 2009 w/ jacks,30E5EA4A-E197-E1CF-E56C-7C3293266C08,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 10:48:16,,2024/02/12 10:48:16,2024/07/31 04:06:19
Chinook salmon,Fall,Interior Columbia,"Salmon, Chinook (Snake River fall-run ESU)",Snake River,1,56,Snake River Lower Mainstem,Snake River Lower Mainstem - fall Chinook salmon,"Salmon, Chinook (Snake River fall-run ESU) Snake River Lower Mainstem - fall",,Portion,Data not available at exact scale of this population.  Portion of population below Lower Granite Dam not included.,Lower Granite Dam,Smolts outmigrating past a point,LGR,Bonneville Dam,From Lower Granite Dam to Bonneville Dam,Excluding jacks,,2011,,FPC,Fish Passage Center,1,Yes,0.89,0.52,1.33,0.1,,,Natural,1467,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1 LGR_to_BOA 2011 w/o jacks,30F51C61-F96F-197A-5BC3-0D51A1A12AB9,2024/11/25 10:00,2024/02/12 09:54:21,2024/02/12 11:24:51,,2024/02/12 11:24:51,2024/07/31 04:03:10
Chinook salmon,Fall,Interior Columbia,"Salmon, Chinook (Snake River fall-run ESU)",Snake River,1,56,Snake River Lower Mainstem,Snake River Lower Mainstem - fall Chinook salmon,"Salmon, Chinook (Snake River fall-run ESU) Snake River Lower Mainstem - fall",,Portion,Data not available at exact scale of this population.  Portion of population below Lower Granite Dam not included.,Lower Granite Dam,Smolts outmigrating past a point,LGR,Lower Granite Dam,From Lower Granite Dam to Lower Granite Dam,Excluding jacks,,2011,,FPC,Fish Passage Center,1,Yes,0.68,0.36,1.06,0.1,,,Natural,1467,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1 LGR_to_GRA 2011 w/o jacks,30EA4824-C5E4-416E-1FA1-9A2FB740E95E,2024/11/25 10:00,2024/02/12 09:54:21,2024/02/12 11:00:03,,2024/02/12 11:00:03,2024/07/31 04:06:19
Chinook salmon,Fall,Interior Columbia,"Salmon, Chinook (Snake River fall-run ESU)",Snake River,1,56,Snake River Lower Mainstem,Snake River Lower Mainstem - fall Chinook salmon,"Salmon, Chinook (Snake River fall-run ESU) Snake River Lower Mainstem - fall",,Portion,Data not available at exact scale of this population.  Portion of population below Lower Granite Dam not included.,Lower Granite Dam,Smolts outmigrating past a point,LGR,Bonneville Dam,From Lower Granite Dam to Bonneville Dam,Including jacks,,2011,,FPC,Fish Passage Center,1,Yes,1.16,0.74,1.66,0.1,,,Natural,1467,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1 LGR_to_BOA 2011 w/ jacks,30E5F12A-B446-12E2-30CB-79142CA173B9,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 10:48:21,,2024/02/12 10:48:21,2024/07/31 04:06:19
Chinook salmon,Fall,Interior Columbia,"Salmon, Chinook (Snake River fall-run ESU)",Snake River,1,56,Snake River Lower Mainstem,Snake River Lower Mainstem - fall Chinook salmon,"Salmon, Chinook (Snake River fall-run ESU) Snake River Lower Mainstem - fall",,Portion,Data not available at exact scale of this population.  Portion of population below Lower Granite Dam not included.,Lower Granite Dam,Smolts outmigrating past a point,LGR,Lower Granite Dam,From Lower Granite Dam to Lower Granite Dam,Including jacks,,2011,,FPC,Fish Passage Center,1,Yes,0.95,0.55,1.39,0.1,,,Natural,1467,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1 LGR_to_GRA 2011 w/ jacks,30E5F734-A647-C41A-BDCE-27E020685D98,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 10:48:25,,2024/02/12 10:48:25,2024/07/31 04:06:19
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Grande Ronde/Imnaha,7,62,Catherine Creek,Catherine Creek - spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Catherine Creek - spring",Catherine Creek spring Chinook,Same,,Catherine Creek,Juveniles leaving population boundary,,Catherine Creek,From Catherine Creek to Catherine Creek,Including jacks,"Salmon, Chinook (Snake River spring/summer-run ESU) Catherine Creek - spring",1995,Yes,ODFW,Oregon Department of Fish and Wildlife,1,Yes,1.27,,,,No,,Natural,12884,,,,163,,,,Returns to population boundary,Tributaries,,,0,0,A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Adult Chinook Populations in the Snake River Spring/Summer-Run ESU of Northeast Oregon from 1949 to 2019; Fish Research Project Oregon; Investigations Into the Early Life History of Naturally Produced Spring Chinook Salmon in the Grande Ronde River Basin - Annual Progress Report 1995; ,https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=1151.xml; https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=11823.xml,,,,"Smolts estimated as equivelants and trapped at multiple locations and times, see methods for details.",No,Final,,,Smolt trap and weir counts may be found at https://www.streamnet.org/data/trends/,Kasey,Bliesner,541-975-3670,kasey.bliesner@odfw.oregon.gov,ODFW reserves the right to review and revise the data at any time.,ODFW,,30119060318,437A7907-50D4-4211-9530-05B9A2AA2963,2024/11/25 10:00,2021/04/05 03:51:12,2016/08/10 02:36:08,2021/01/10 04:36:23,2021/01/10 04:36:23,2022/12/05 09:22:26
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Grande Ronde/Imnaha,7,62,Catherine Creek,Catherine Creek - spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Catherine Creek - spring",Catherine Creek spring Chinook,Same,,Catherine Creek,Juveniles leaving population boundary,,Catherine Creek,From Catherine Creek to Catherine Creek,Including jacks,"Salmon, Chinook (Snake River spring/summer-run ESU) Catherine Creek - spring",1996,Yes,ODFW,Oregon Department of Fish and Wildlife,1,Yes,0.43,,,,No,,Natural,4892,,,,21,,,,Returns to population boundary,Tributaries,,,0,0,A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Adult Chinook Populations in the Snake River Spring/Summer-Run ESU of Northeast Oregon from 1949 to 2019; Fish Research Project Oregon; Investigations Into the Early Life History of Naturally Produced Spring Chinook Salmon in the Grande Ronde River Basin - Annual Progress Report 1996; ,https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=1151.xml; https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=11440.xml,,,,"Smolts estimated as equivelants and trapped at multiple locations and times, see methods for details.",No,Final,,,Smolt trap and weir counts may be found at https://www.streamnet.org/data/trends/,Kasey,Bliesner,541-975-3670,kasey.bliesner@odfw.oregon.gov,ODFW reserves the right to review and revise the data at any time.,ODFW,,30119060318,5E767429-CB19-42F0-B2F3-8B045526CA32,2024/11/25 10:00,2021/04/05 03:51:12,2016/08/10 02:36:18,2021/01/10 04:36:22,2021/01/10 04:36:22,2022/12/05 09:22:26
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Grande Ronde/Imnaha,7,62,Catherine Creek,Catherine Creek - spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Catherine Creek - spring",Catherine Creek spring Chinook,Same,,Catherine Creek,Juveniles leaving population boundary,,Catherine Creek,From Catherine Creek to Catherine Creek,Including jacks,"Salmon, Chinook (Snake River spring/summer-run ESU) Catherine Creek - spring",1997,Yes,ODFW,Oregon Department of Fish and Wildlife,1,Yes,2.42,,,,No,,Natural,3974,,,,96,,,,Returns to population boundary,Tributaries,,,0,1,A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Adult Chinook Populations in the Snake River Spring/Summer-Run ESU of Northeast Oregon from 1949 to 2019; Fish Research Project Oregon; Investigations Into the Early Life History of Naturally Produced Spring Chinook Salmon in the Grande Ronde River Basin - Annual Progress Report 1997,https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=1151.xml; https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=40867.xml,,,Confederated Tribes of the Umatilla Indian Reservation,"Smolts estimated as equivelants and trapped at multiple locations and times, see methods for details.",No,Final,,,Smolt trap and weir counts may be found at https://www.streamnet.org/data/trends/,Kasey,Bliesner,541-975-3670,kasey.bliesner@odfw.oregon.gov,ODFW reserves the right to review and revise the data at any time.,ODFW,,30119060318,EDD092C2-B7A2-4729-9CD1-420DCE21D124,2024/11/25 10:00,2021/04/05 03:51:12,2016/08/10 02:37:05,2021/01/10 04:36:22,2021/01/10 04:36:22,2022/12/05 09:22:25
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Grande Ronde/Imnaha,7,62,Catherine Creek,Catherine Creek - spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Catherine Creek - spring",Catherine Creek spring Chinook,Same,,Catherine Creek,Juveniles leaving population boundary,,Catherine Creek,From Catherine Creek to Catherine Creek,Including jacks,"Salmon, Chinook (Snake River spring/summer-run ESU) Catherine Creek - spring",1998,Yes,ODFW,Oregon Department of Fish and Wildlife,1,Yes,1.4,,,,No,,Natural,6072,,,,85,,,,Returns to population boundary,Tributaries,,,0,4,A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Adult Chinook Populations in the Snake River Spring/Summer-Run ESU of Northeast Oregon from 1949 to 2019; Fish Research Project Oregon; Investigations Into the Early Life History of Naturally Produced Spring Chinook Salmon in the Grande Ronde River Basin - Annual Progress Report 1998,https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=1151.xml; https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=40868.xml,,,Confederated Tribes of the Umatilla Indian Reservation,"Smolts estimated as equivelants and trapped at multiple locations and times, see methods for details.",No,Final,,,Smolt trap and weir counts may be found at https://www.streamnet.org/data/trends/,Kasey,Bliesner,541-975-3670,kasey.bliesner@odfw.oregon.gov,ODFW reserves the right to review and revise the data at any time.,ODFW,,30119060318,FEE67A36-EDE4-452C-81D7-6A0AA28AE000,2024/11/25 10:00,2022/03/11 11:09:00,2016/08/10 02:37:12,2022/03/11 11:11:18,2022/03/11 11:11:18,2022/12/05 09:22:24
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Grande Ronde/Imnaha,7,62,Catherine Creek,Catherine Creek - spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Catherine Creek - spring",Catherine Creek spring Chinook,Same,,Catherine Creek,Juveniles leaving population boundary,,Catherine Creek,From Catherine Creek to Catherine Creek,Including jacks,"Salmon, Chinook (Snake River spring/summer-run ESU) Catherine Creek - spring",1999,Yes,ODFW,Oregon Department of Fish and Wildlife,1,Yes,3.22,,,,No,,Natural,13686,,,,441,,,,Returns to population boundary,Tributaries,,,0,28,A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Adult Chinook Populations in the Snake River Spring/Summer-Run ESU of Northeast Oregon from 1949 to 2019; Fish Research Project Oregon; Investigations Into the Early Life History of Naturally Produced Spring Chinook Salmon in the Grande Ronde River Basin - Annual Progress Report 1999,https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=1151.xml; https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=40869.xml,,,Confederated Tribes of the Umatilla Indian Reservation,"Smolts estimated as equivelants and trapped at multiple locations and times, see methods for details.",No,Final,,,Smolt trap and weir counts may be found at https://www.streamnet.org/data/trends/,Kasey,Bliesner,541-975-3670,kasey.bliesner@odfw.oregon.gov,ODFW reserves the right to review and revise the data at any time.,ODFW,,30119060318,0B46CF92-5D2C-429F-9637-F8312D1EF7CD,2024/11/25 10:00,2021/04/05 03:51:12,2016/08/10 02:35:49,2021/01/10 04:36:21,2021/01/10 04:36:21,2022/12/05 09:22:23
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Grande Ronde/Imnaha,7,62,Catherine Creek,Catherine Creek - spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Catherine Creek - spring",Catherine Creek spring Chinook,Same,,Catherine Creek,Juveniles leaving population boundary,,Catherine Creek,From Catherine Creek to Catherine Creek,Including jacks,"Salmon, Chinook (Snake River spring/summer-run ESU) Catherine Creek - spring",2000,Yes,ODFW,Oregon Department of Fish and Wildlife,1,Yes,3.17,,,,No,,Natural,13494,,,,428,,,,Returns to population boundary,Tributaries,,,0,71,A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Adult Chinook Populations in the Snake River Spring/Summer-Run ESU of Northeast Oregon from 1949 to 2019; Investigations Into The Early Life History Of Naturally Produced Spring Chinook Salmon and Summer Steelhead In The Grande Ronde River Subbasin - Annual Report 2000,https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=1151.xml; https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=40870.xml,,,Confederated Tribes of the Umatilla Indian Reservation,"Smolts estimated as equivelants and trapped at multiple locations and times, see methods for details.",No,Final,,,Smolt trap and weir counts may be found at https://www.streamnet.org/data/trends/,Kasey,Bliesner,541-975-3670,kasey.bliesner@odfw.oregon.gov,ODFW reserves the right to review and revise the data at any time.,ODFW,,30119060318,7E893B34-E3A4-42CC-9EFF-6C67F614A98C,2024/11/25 10:00,2021/04/05 03:51:12,2016/08/10 02:36:22,2021/01/10 04:36:20,2021/01/10 04:36:20,2022/12/05 09:22:22
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Grande Ronde/Imnaha,7,62,Catherine Creek,Catherine Creek - spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Catherine Creek - spring",Catherine Creek spring Chinook,Same,,Catherine Creek,Juveniles leaving population boundary,,Catherine Creek,From Catherine Creek to Catherine Creek,Including jacks,"Salmon, Chinook (Snake River spring/summer-run ESU) Catherine Creek - spring",2001,Yes,ODFW,Oregon Department of Fish and Wildlife,1,Yes,0.87,,,,No,,Natural,10008,,,,87,,,,Returns to population boundary,Tributaries,,,0,15,A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Adult Chinook Populations in the Snake River Spring/Summer-Run ESU of Northeast Oregon from 1949 to 2019; Investigations Into The Early Life History Of Naturally Produced Spring Chinook Salmon and Summer Steelhead In The Grande Ronde River Subbasin - Annual Report 2001,https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=1151.xml; https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=40866.xml,,,Confederated Tribes of the Umatilla Indian Reservation,"Smolts estimated as equivelants and trapped at multiple locations and times, see methods for details.",No,Final,,,Smolt trap and weir counts may be found at https://www.streamnet.org/data/trends/,Kasey,Bliesner,541-975-3670,kasey.bliesner@odfw.oregon.gov,ODFW reserves the right to review and revise the data at any time.,ODFW,,30119060318,A6AE5B64-B68A-4F90-BD0C-E2EC7A4B2052,2024/11/25 10:00,2021/04/05 03:51:12,2016/08/10 02:36:37,2021/01/10 04:36:20,2021/01/10 04:36:20,2022/12/05 09:22:21
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Grande Ronde/Imnaha,7,62,Catherine Creek,Catherine Creek - spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Catherine Creek - spring",Catherine Creek spring Chinook,Same,,Catherine Creek,Juveniles leaving population boundary,,Catherine Creek,From Catherine Creek to Catherine Creek,Including jacks,"Salmon, Chinook (Snake River spring/summer-run ESU) Catherine Creek - spring",2002,Yes,ODFW,Oregon Department of Fish and Wildlife,1,Yes,0.48,,,,No,,Natural,10944,,,,53,,,,Returns to population boundary,Tributaries,,,0,18,A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Adult Chinook Populations in the Snake River Spring/Summer-Run ESU of Northeast Oregon from 1949 to 2019; Investigations Into The Early Life History Of Naturally Produced Spring Chinook Salmon and Summer Steelhead In The Grande Ronde River Subbasin - Annual Report 2002,https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=1151.xml; https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=40871.xml,,,Confederated Tribes of the Umatilla Indian Reservation,"Smolts estimated as equivelants and trapped at multiple locations and times, see methods for details.",No,Final,,,Smolt trap and weir counts may be found at https://www.streamnet.org/data/trends/,Kasey,Bliesner,541-975-3670,kasey.bliesner@odfw.oregon.gov,ODFW reserves the right to review and revise the data at any time.,ODFW,,30119060318,FA970BB0-0E47-4694-8DFC-ACE15B4DDA4B,2024/11/25 10:00,2021/04/05 03:51:12,2016/08/10 02:37:08,2019/09/27 08:26:36,2018/05/08 12:00:00,2022/12/05 09:22:20
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Grande Ronde/Imnaha,7,62,Catherine Creek,Catherine Creek - spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Catherine Creek - spring",Catherine Creek spring Chinook,Same,,Catherine Creek,Juveniles leaving population boundary,,Catherine Creek,From Catherine Creek to Catherine Creek,Including jacks,"Salmon, Chinook (Snake River spring/summer-run ESU) Catherine Creek - spring",2003,Yes,ODFW,Oregon Department of Fish and Wildlife,1,Yes,0.31,,,,No,,Natural,14869,,,,46,,,,Returns to population boundary,Tributaries,,,0,13,A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Adult Chinook Populations in the Snake River Spring/Summer-Run ESU of Northeast Oregon from 1949 to 2019; Investigations Into The Early Life History Of Naturally Produced Spring Chinook Salmon and Summer Steelhead In The Grande Ronde River Subbasin - Annual Report 2003,https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=1151.xml; https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=40872.xml,,,Confederated Tribes of the Umatilla Indian Reservation,"Smolts estimated as equivelants and trapped at multiple locations and times, see methods for details.",No,Final,,,Smolt trap and weir counts may be found at https://www.streamnet.org/data/trends/,Kasey,Bliesner,541-975-3670,kasey.bliesner@odfw.oregon.gov,ODFW reserves the right to review and revise the data at any time.,ODFW,,30119060318,09BC2C6F-68AA-4103-8579-D6748FD5FBB8,2024/11/25 10:00,2021/04/05 03:51:12,2016/08/10 02:35:48,2021/01/10 04:36:19,2021/01/10 04:36:19,2022/12/05 09:22:19
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Grande Ronde/Imnaha,7,62,Catherine Creek,Catherine Creek - spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Catherine Creek - spring",Catherine Creek spring Chinook,Same,,Catherine Creek,Juveniles leaving population boundary,,Catherine Creek,From Catherine Creek to Catherine Creek,Including jacks,"Salmon, Chinook (Snake River spring/summer-run ESU) Catherine Creek - spring",2004,Yes,ODFW,Oregon Department of Fish and Wildlife,1,Yes,0.53,,,,No,,Natural,27029,,,,144,,,,Returns to population boundary,Tributaries,,,0,29,A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Adult Chinook Populations in the Snake River Spring/Summer-Run ESU of Northeast Oregon from 1949 to 2019; Investigations Into The Early Life History Of Naturally Produced Spring Chinook Salmon and Summer Steelhead In The Grande Ronde River Subbasin - Annual Report 2004,https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=1151.xml; https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=40873.xml,,,Confederated Tribes of the Umatilla Indian Reservation,"Smolts estimated as equivelants and trapped at multiple locations and times, see methods for details.",No,Final,,,Smolt trap and weir counts may be found at https://www.streamnet.org/data/trends/,Kasey,Bliesner,541-975-3670,kasey.bliesner@odfw.oregon.gov,ODFW reserves the right to review and revise the data at any time.,ODFW,,30119060318,E90C7B01-79C6-4E8D-A648-090F1B4B84D2,2024/11/25 10:00,2021/04/05 03:51:12,2016/08/10 02:37:03,2021/01/10 04:36:18,2021/01/10 04:36:18,2022/12/05 09:22:18
